p,mu
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.1
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,0.1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,1
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0.1
0.05,0.1
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
0.05,0
